symbol;Industry;Sector;Country;Year;GDP;LnGDPperCapita;EPU;TotalAssets;TotalCapitalization;TotalDebt;TotalEquityGrossMinorityInterest;TotalLiabilitiesNetMinorityInterest;TotalNonCurrentAssets;TotalNonCurrentLiabilitiesNetMinorityInterest;CashAndCashEquivalents;NetIncome;FreeCashFlow;EBIT;BasicEPS;DilutedEPS;DividendsPayable;TotalRevenue
MGNT.ME;Discount Stores;Consumer Defensive;Russia;2020;10169.08691;9.227107703;503.8552216;1793189741;527187797.5;339485768.5;573836182;1219353559;10025700000;2945700000;286732119;63035943.5;107894347.5;110601953;0.0809957;0.0809957;0;6295923005
MGNT.ME;Discount Stores;Consumer Defensive;Russia;2021;12194.77734;9.408763052;333.509323;1781057515;604197334.5;75346800.5;649272298;1131785217;8490100000;2632700000;359535263;92544316.5;421969244.5;156092906.5;0.1191689;0.1189242;0;6965832078
MGNT.ME;Discount Stores;Consumer Defensive;Russia;2022;12011.85568;9.393649415;577.1421162;2253185365;718817261.5;101643486;747277095;1505908270;10495100000;4061200000;402475219;156596988.5;105633319.5;211956693;0.200654;0.20053165;0;7660553730
MGTS.ME;Telecom Services;Communication Services;Russia;2020;10169.08691;9.227107703;503.8552216;225256138;155678140;20377392.5;155678140;69577998;10498800000;1553800000;311992.5;27681687.5;24812580;37743751.5;0.1115832;0.1113385;37928.5;292774985.5
MGTS.ME;Telecom Services;Communication Services;Russia;2021;12194.77734;9.408763052;333.509323;266209130;192384363.5;17637976;192384363.5;73824766.5;10959100000;1543000000;775699;35672366;47692030;49923694;0.1436389;0.1433942;30587.5;286981713
MGTS.ME;Telecom Services;Communication Services;Russia;2022;12011.85568;9.393649415;577.1421162;291509886.5;215350682;21293794;215350682;76159204.5;11956300000;1614500000;868685;28468398;-10218672;39870194.5;0.1145196;0.11439725;36705;322530505.5
MSNG.ME;Utilities—Independent Power Producers;Utilities;Russia;2020;10169.08691;9.227107703;503.8552216;1330771586;886419632.5;505857298.5;603591702;727179884;79705600000;26355100000;14246434;124685661.5;-10365492;133281972.5;0.43382863;0.43382863;738994;864050382
MSNG.ME;Utilities—Independent Power Producers;Utilities;Russia;2021;12194.77734;9.408763052;333.509323;1581913314;1079301961;424381986.5;838882987;743030326.5;89904900000;25018600000;16919781.5;146567959;68189325.5;211771944.5;0.49637395;0.49637395;803839.5;1014942190
MTLR.ME;Steel;Basic Materials;Russia;2021;12194.77734;9.408763052;333.509323;2867426411;1167154155;1572600032;570557202;2296869209;1.2332E+11;73010300000;195647438;39602248;28669052;215026454.5;1.9573553;1.9573553;6888305;2483549616
MTLR.ME;Steel;Basic Materials;Russia;2022;12011.85568;9.393649415;577.1421162;3738023742;1568511095;2030098493;890936794.5;2847086947;1.46694E+11;86729600000;459295782.5;53924539;-316206234;258280850;13.76792315;13.76792315;18150622.5;3131016028
MTSS.ME;Telecom Services;Communication Services;Russia;2021;12194.77734;9.408763052;333.509323;8279024416;5764824902;473320763;6053857201;2225167215;3.72247E+11;20412700000;767505220.5;355282377;611779364;359765281;0.1480435;0.1480435;1021622.5;4054578673
MTSS.ME;Telecom Services;Communication Services;Russia;2022;12011.85568;9.393649415;577.1421162;8540014095;5902303479;157868205;6247938559;2292075536;3.47849E+11;15332100000;551584387.5;400418515.5;916340325;563870774.5;0.166396;0.166396;1234511.5;4701472487
MTSS.ME;Telecom Services;Communication Services;Russia;2020;10169.08691;9.227107703;503.8552216;8350688481;5755596041;1017325568;6010405822;2340282660;3.65983E+11;34213400000;694533233.5;460639185.5;613312409.5;648472129;0.1920895;0.1920895;944542;3954984550
NKNC.ME;Specialty Chemicals;Basic Materials;Russia;2022;12011.85568;9.393649415;577.1421162;223537059.3;177783983.2;11773336.75;178343832.3;45193227.01;10117294000;833171000;8306525.025;35433587.74;35725465.9;41833275.78;0.4588125;0.4568549;265303.74;398455030.5
NKNC.ME;Specialty Chemicals;Basic Materials;Russia;2020;10169.08691;9.227107703;503.8552216;52797695.5;41498673;493070.5;41264984.5;11532711;2093800000;61600000;1360532;10898938;7561230;14358996;0.28421905;0.28372965;150490.5;126260306
NLMK.ME;Steel;Basic Materials;Russia;2020;10169.08691;9.227107703;503.8552216;14791992650;10292816100;1000333600;10369040150;4422952500;3.0662E+11;90900000000;1057838100;3956799000;3562832000;5282094200;1.05453465;1.05453465;6484550;19202710150
NLMK.ME;Steel;Basic Materials;Russia;2021;12194.77734;9.408763052;333.509323;15998363650;10575077550;953718250;10657663800;5340699850;3.1479E+11;94960000000;837485750;3967810500;4358841100;5431972950;1.06089685;1.06089685;6117500;20087055950
NLMK.ME;Steel;Basic Materials;Russia;2022;12011.85568;9.393649415;577.1421162;17314237900;10906156650;956532300;10992658100;6321579800;3.3204E+11;93170000000;1527906800;4689308450;4521321900;6419826850;1.2677907;1.2677907;5628100;23461101900
NMTP.ME;Marine Shipping;Industrials;Russia;2021;12194.77734;9.408763052;333.509323;4854603300;3062518380;354912880;3088664575;1765938725;1.44227E+11;29256000000;329170440;541765800;908791330;746273825;0.6195804;0.61407465;3756145;4631571485
NMTP.ME;Marine Shipping;Industrials;Russia;2022;12011.85568;9.393649415;577.1421162;5489930145;3306839095;320361240;3350077585;2139852560;2.0415E+11;49848000000;463571915;681012335;529396215;929028020;0.7747202;0.76848035;4453540;5462438100
NVTK.ME;Oil & Gas E&P;Energy;Russia;2020;10169.08691;9.227107703;503.8552216;2358909224;1040382426;1418213908;440831944;1918077280;95331700000;56346900000;132100071.5;76422257;-78371292.5;187317850;0.16089025;0.16089025;595844.5;2060112171
NVTK.ME;Oil & Gas E&P;Energy;Russia;2021;12194.77734;9.408763052;333.509323;2690805622;1236575545;1490120226;515645298.5;2175160323;1.14559E+11;68694700000;192549536;72707711;27321978.5;188416553;0.15305985;0.15305985;2292839;2113141108
NVTK.ME;Oil & Gas E&P;Energy;Russia;2022;12011.85568;9.393649415;577.1421162;3312268988;1432133667;1936459144;618235773.5;2694033215;1.4244E+11;81673500000;176878948;92596927;-311334257;238533560;0.19490355;0.19490355;7103641;2608598657
PHOR.ME;Agricultural Inputs;Basic Materials;Russia;2020;10169.08691;9.227107703;503.8552216;13391536312;-712468570;9898549276;-1520029588;14911565900;8.31122E+11;8.50265E+11;1172104032;-1549904114;-13889612;-1433015254;-1.1517572;-1.1517572;3241788;3982154396
PHOR.ME;Agricultural Inputs;Basic Materials;Russia;2021;12194.77734;9.408763052;333.509323;14620332100;-312753474;10510127078;-1929759964;16550092064;9.19106E+11;9.833E+11;977544040;-449448868;938734830;-15484150;-0.1871276;-0.1871276;2806914;6480057474
PHOR.ME;Agricultural Inputs;Basic Materials;Russia;2019;11536.25098;9.353249615;284.1168005;2640278190;1769199212;1174607852;1080134770;1560143420;1.57558E+11;84701000000;149649368;319157982;121870144;422776596;9.007404316;8.986623479;2477464;1513295630
PIKK.ME;Real Estate—Diversified;Real Estate;Russia;2020;10169.08691;9.227107703;503.8552216;2191092882;1492922442;940250300;947524556;1243568326;1.09666E+11;44542000000;88529804;200002506;70159672;263415042;4.8725655;4.8725655;0;1697365934
PIKK.ME;Real Estate—Diversified;Real Estate;Russia;2021;12194.77734;9.408763052;333.509323;2567311604;1592600834;1156250898;1058404248;1508907356;1.21999E+11;45433000000;143429352;222681844;37175138;300287086;5.42498726;5.42498726;0;2081702304
PIKK.ME;Real Estate—Diversified;Real Estate;Russia;2022;12011.85568;9.393649415;577.1421162;3410677248;1866663700;1698696912;1207935014;2202742234;1.53886E+11;57160000000;431474076;191423628;100864412;327275630;4.53929388;4.53929388;0;2429285232
PLZL.ME;Gold;Basic Materials;Russia;2019;11536.25098;9.353249615;284.1168005;2715234654;1558390746;1325640910;510713390;2204521264;99543000000;94549000000;51908142;-24840530;-88002684;77750200;-0.03518526;-0.03518526;0;2446574768
PLZL.ME;Gold;Basic Materials;Russia;2020;10169.08691;9.227107703;503.8552216;3010790838;1514007242;1252503010;661917762;2348873076;1.19486E+11;81939000000;143627022;43408332;-40206078;131819534;0.06140948;0.06140948;0;2733301692
PLZL.ME;Gold;Basic Materials;Russia;2021;12194.77734;9.408763052;333.509323;3574901484;1734000774;1429707576;758934198;2815967286;1.30736E+11;92343000000;171379890;53344544;-144140964;165370722;0.07537816;0.07537816;0;3582070316
PLZL.ME;Gold;Basic Materials;Russia;2019;11536.25098;9.353249615;284.1168005;957618904;860233484;0;860233484;97385420;53455000000;2404000000;106161968;156580996;49219830;198671528;0.08750192;0.08750192;948816;956327460
POSI.ME;Software—Infrastructure;Technology;Russia;2021;12194.77734;9.408763052;333.509323;15641890660;2283404772;9586270210;-2002212608;17644103268;1.85582E+11;4.94303E+11;1561645712;-226318972;-627654962;195956860;-0.000433556;-0.000433556;0;6169741930
POSI.ME;Software—Infrastructure;Technology;Russia;2019;11536.25098;9.353249615;284.1168005;1799963675;1589867005;41458291.09;1589867005;210096669.5;1.22114E+11;6140110000;40766525.16;248487623;118339626;305736531.6;0.0039534;0.0039534;1095500.318;1057926018
POSI.ME;Software—Infrastructure;Technology;Russia;2020;10169.08691;9.227107703;503.8552216;1782600737;1588534643;15256789.97;1588534643;194066093.7;1.23628E+11;6124776000;2534920.08;181193770.6;159457305.3;226166410.3;0.00289916;0.00289916;2664486.176;992523591.2
POSI.ME;Software—Infrastructure;Technology;Russia;2021;12194.77734;9.408763052;333.509323;1679513118;1431830143;54669631.43;1431830143;247682974.3;1.14279E+11;6505137000;391874.186;108492563.2;216807486.9;137160972.7;0.00171314;0.00171314;1959660.846;1161368100
RASP.ME;Coking Coal;Basic Materials;Russia;2019;11536.25098;9.353249615;284.1168005;41887700000;7402100000;2002200000;5399900000;36487800000;7545400000;3860100000;1949200000;2292800000;2121800000;3135500000;май.27;май.24;340100000;13613300000
RASP.ME;Coking Coal;Basic Materials;Russia;2020;10169.08691;9.227107703;503.8552216;39165500000;6755000000;2349000000;5752200000;33413300000;7601400000;3286700000;1908500000;2466500000;2409800000;3289700000;май.73;05.июл;387300000;14044600000
RASP.ME;Coking Coal;Basic Materials;Russia;2021;12194.77734;9.408763052;333.509323;48772500000;8655100000;3328200000;5670100000;43102400000;8030700000;5007600000;2575200000;2598500000;2587400000;3420900000;06.янв;06.июл;390800000;14583000000
RASP.ME;Coking Coal;Basic Materials;Russia;2022;12011.85568;9.393649415;577.1421162;63068200000;6212400000;3358000000;3225300000;59842900000;8263300000;4684200000;1436300000;2948900000;2546100000;3886000000;07.апр;7;429600000;16046500000
RASP.ME;Coking Coal;Basic Materials;Russia;2019;11536.25098;9.353249615;284.1168005;56152000000;34194000000;10734000000;31385000000;24767000000;42077000000;17522000000;6345000000;3547000000;2911000000;6812000000;фев.81;фев.76;0;29870000000
RGSS.ME;Insurance—Diversified;Financial Services;Russia;2020;10169.08691;9.227107703;503.8552216;1.04783E+11;69972000000;27048000000;52246000000;52537000000;83312000000;37713000000;13426000000;7956000000;8806000000;14843000000;1.573;янв.57;0;42931000000
RGSS.ME;Insurance—Diversified;Financial Services;Russia;2021;12194.77734;9.408763052;333.509323;1.08927E+11;69619000000;20983000000;55605000000;53322000000;82234000000;36919000000;15246000000;11304000000;21622000000;25582000000;2.235;фев.23;0;56921000000
RGSS.ME;Insurance—Diversified;Financial Services;Russia;2022;12011.85568;9.393649415;577.1421162;95166000000;56706000000;16428000000;48766000000;46400000000;66502000000;29481000000;17236000000;30900000000;26319000000;33634000000;6.106;6.093;0;65098000000
ROSN.ME;Oil & Gas Integrated;Energy;Russia;2019;11536.25098;9.353249615;284.1168005;2.36648E+11;1.71594E+11;1.03041E+11;84553000000;1.52095E+11;2.07834E+11;1.17254E+11;7238000000;9171000000;8222000000;17670000000;апр.62;апр.53;338000000;52329000000
ROSN.ME;Oil & Gas Integrated;Energy;Russia;2020;10169.08691;9.227107703;503.8552216;2.2641E+11;1.61666E+11;98565000000;78351000000;1.48059E+11;1.99891E+11;1.15707E+11;15168000000;1406000000;9182000000;7077000000;0.7;0.7;427000000;46881000000
ROSN.ME;Oil & Gas Integrated;Energy;Russia;2021;12194.77734;9.408763052;333.509323;2.17627E+11;1.54208E+11;88830000000;79340000000;1.38287E+11;1.93678E+11;1.04103E+11;12019000000;4670000000;9159000000;13697000000;фев.33;фев.28;355000000;54304000000
RTKM.ME;Telecom Services;Communication Services;Russia;2019;11536.25098;9.353249615;284.1168005;3853986000;3405593000;163390000;3405593000;448393000;2654821000;241337000;1070731000;314963000;411583000;393564000;0.0087;0.0086;0;1399719000
RUAL.ME;Aluminum;Basic Materials;Russia;2019;11536.25098;9.353249615;284.1168005;1.48188E+11;1.07023E+11;80271000000;38811000000;1.09377E+11;1.41717E+11;96992000000;3483000000;1668000000;4608000000;6228000000;0.126667;0.124167;0;45764000000
RUAL.ME;Aluminum;Basic Materials;Russia;2020;10169.08691;9.227107703;503.8552216;1.44206E+11;1.05549E+11;82752000000;30281000000;1.13925E+11;1.403E+11;1.0405E+11;998000000;3222000000;6606000000;8150000000;0.264167;0.256667;0;48097000000
RUAL.ME;Aluminum;Basic Materials;Russia;2021;12194.77734;9.408763052;333.509323;1.42491E+11;1.02614E+11;91561000000;18156000000;1.24335E+11;1.38925E+11;1.11877E+11;601000000;4654000000;8684000000;10425000000;0.422333;0.407833;0;51682000000
RUAL.ME;Aluminum;Basic Materials;Russia;2022;12011.85568;9.393649415;577.1421162;1.44523E+11;1.05212E+11;97603000000;12549000000;1.31974E+11;1.40506E+11;1.19909E+11;645000000;5055000000;6102000000;12018000000;0.521667;0.512333;0;54022000000
SIBN.ME;Oil & Gas Integrated;Energy;Russia;2021;12194.77734;9.408763052;333.509323;183194695;182292888;10518129;172248454;10946241;182902660;10052367;175872;12258909;-244805;12257036;0.0141;0.0141;14162;204458
SIBN.ME;Oil & Gas Integrated;Energy;Russia;2022;12011.85568;9.393649415;577.1421162;219179977;217711033;8966224;209524281;9655696;218853691;8054262;217902;30690217;-493089;31173648;0.0339;0.0339;12846;198232
SIBN.ME;Oil & Gas Integrated;Energy;Russia;2019;11536.25098;9.353249615;284.1168005;1.57728E+11;85965000000;27696000000;59471000000;98257000000;1.12454E+11;62293000000;17305000000;15119000000;19918000000;20970000000;5.743195;май.63;0;82059000000
SMLT.ME;Real Estate—Development;Real Estate;Russia;2020;10169.08691;9.227107703;503.8552216;265138231;193476220;47053830;176149389;88988842;166685557;40362121;24459761;3336421;16237741;10416324;0.022;0.022;0;123141882
SMLT.ME;Real Estate—Development;Real Estate;Russia;2021;12194.77734;9.408763052;333.509323;290131053;176678123;39769546;186369035;103762018;172816094;18893300;22789752;20026271;13689482;30695354;0.132;0.132;0;171836530
SNGS.ME;Oil & Gas Integrated;Energy;Russia;2019;11536.25098;9.353249615;284.1168005;1.33376E+11;1.01054E+11;10324000000;1.01054E+11;32322000000;67151000000;17269000000;19079000000;18485000000;21212000000;23986000000;июн.48;июн.43;0;70697000000
TRMK.ME;Steel;Basic Materials;Russia;2022;12011.85568;9.393649415;577.1421162;3108073695;117235980;15156183;107677551;3000396144;57453000000;1229000000;34642704;67648329;12146070;92521368;0.193439367;0.193439367;0;197400042
TRMK.ME;Steel;Basic Materials;Russia;2019;11536.25098;9.353249615;284.1168005;553702365;285432645;16582026;286013544;267688821;9913000000;4446000000;6020226;10667418;-34748322;24661803;0.02534832;0.02534832;0;155364078
TRMK.ME;Steel;Basic Materials;Russia;2020;10169.08691;9.227107703;503.8552216;586919226;357411312;21915735;357305694;229613532;10286000000;3781000000;5228091;-1637079;-9135957;12991014;-0.003432585;-0.003432585;0;163285428
TRMK.ME;Steel;Basic Materials;Russia;2021;12194.77734;9.408763052;333.509323;610049568;504642804;166718013;374943900;235105668;10963000000;3505000000;4752810;13677531;-8766294;31368546;0.022866297;0.022866297;0;186891051
UNAC.ME;Aerospace & Defense;Industrials;Russia;2019;11536.25098;9.353249615;284.1168005;224967818.7;135735395.2;21048399.98;135735395.2;89232423.48;1046775000;276402000;5033067.363;-63610605.67;11722013.73;-74639342.85;-0.2006742;-0.2006742;0;565509454
UNAC.ME;Aerospace & Defense;Industrials;Russia;2020;10169.08691;9.227107703;503.8552216;240018014;125075264.8;45247701.76;125075264.8;114942749.2;1050709000;252220000;1296196.905;-12169253.15;-26445426.98;-3431740.056;-0.04119102;-0.04119102;0;451457698.3
UPRO.ME;Utilities—Independent Power Producers;Utilities;Russia;2019;11536.25098;9.353249615;284.1168005;2124358997;209632243.5;17404262.13;209632243.5;1914726753;1715640000;317506000;136106431.2;36708169.61;40945088.49;195294758.4;0.430287732;0.430287732;0;115506326.8
UPRO.ME;Utilities—Independent Power Producers;Utilities;Russia;2020;10169.08691;9.227107703;503.8552216;2726264625;217398915.9;15516340.38;219383795;2506880830;1870773000;273842000;129868526.5;41105944.7;42028201.08;174225868.5;0.494661903;0.491598981;0;129190247.7
UPRO.ME;Utilities—Independent Power Producers;Utilities;Russia;2021;12194.77734;9.408763052;333.509323;3223334618;222800167.6;13345256.77;222800167.6;3000534451;1966659000;258004000;126372042.6;38151492.39;39710730.92;150286439.8;0.461603469;0.457537176;0;132944914.8
UPRO.ME;Utilities—Independent Power Producers;Utilities;Russia;2022;12011.85568;9.393649415;577.1421162;3239117750;220379719.9;10048179.67;220379719.9;3018738030;1991829000;190941000;117402909.2;39530493.8;41435842.52;223119873.3;0.481142799;0.475861899;0;139942741
VSMO.ME;Other Industrial Metals & Mining;Basic Materials;Russia;2022;12011.85568;9.393649415;577.1421162;12413970.06;9429258.186;305447.256;8957145.726;3456824.331;39181000;3440000;3146835.501;818856.354;1829514.996;943063.122;0.009695732;0.009695732;0;41038454.8
VSMO.ME;Other Industrial Metals & Mining;Basic Materials;Russia;2020;10169.08691;9.227107703;503.8552216;902664237;451305714;313157370;398866377;503797860;13704000000;2607000000;21017982;-98858448;-10931463;-86553951;-0.06548316;-0.06548316;580899;540816969
YAKG.ME;Oil & Gas Integrated;Energy;Russia;2019;11536.25098;9.353249615;284.1168005;1171330025;805041519.6;27407871;813654667.5;357675357;10943600000;998600000;91037435.1;204017009.7;-25696859.4;252537918.9;1.231822734;1.227967677;0;1543749654
YAKG.ME;Oil & Gas Integrated;Energy;Russia;2020;10169.08691;9.227107703;503.8552216;1179436206;825304332.9;17860003.8;833716806.6;345719399.4;10880100000;1074600000;94528110;53564168.7;35492928.9;120415081.8;0.323296698;0.320814675;0;1573502245
AIQUY;Specialty Chemicals;Basic Materials;France;2019;40494.89829;10.60893128;255.8974304;19924381540;12734727682;2162492647;11955862023;7968519518;80545026663;13369960551;4675224426;959542928.1;-1519775823;984943492.4;0.09425;0.0928;1888476.085;8657126639
AIQUY;Specialty Chemicals;Basic Materials;France;2020;39055.28293;10.57273343;313.706966;20706966123;13455156114;2371099634;12565642579;8141323544;86163753775;13762509510;4132510641;865044914.6;-1373554305;887264342.9;0.0841;0.0841;1048992.06;9157762863
AIQUY;Specialty Chemicals;Basic Materials;France;2021;43658.97898;10.68416424;250.8150357;22358501732;13913696670;2506020962;13426240201;8932261531;93004916580;12795545116;3485207458;1063562717;-1715669888;1114510597;0.1044;0.10295;0;10972985925
CHDRF;Luxury Goods;Consumer Cyclical;France;2020;39055.28293;10.57273343;313.706966;116506756.8;53794678.91;31109512.38;29262200.4;87244556.4;5.78602E+11;4.46256E+11;10756131.64;1875.50188;2228401.666;3830833.043;0.00000068;0.00000068;0;116659960.5
CHDRF;Luxury Goods;Consumer Cyclical;France;2021;43658.97898;10.68416424;250.8150357;136807798.9;61391523.02;41128975.4;34565073.85;102242725.1;6.00489E+11;4.58381E+11;25895365;-2555483.494;4861682.682;3517635.996;-0.00082416;-0.00082416;0;197335084.2
CHDRF;Luxury Goods;Consumer Cyclical;France;2019;40494.89829;10.60893128;255.8974304;82476819.45;21710251.58;37793181.52;21710251.58;60766567.87;3.29183E+11;74137086709;3424198.304;2281951.833;-6065107.138;5853385.914;0.00360128;0.00360128;0;82697299.91
